일,노출 기기,캠페인 이름,광고 세트 이름,광고 이름,게재 상태,게재 수준,광고 세트 이름,기여 설정,결과 유형,결과,도달,노출,링크 클릭,지출 금액 (KRW),ThruPlay,결과당 비용,품질 순위,참여율 순위,전환율 순위,웹사이트 구매,웹사이트 문의,보고 시작,보고 종료
2026-06-09,iphone,04_ieltsacademy_월별특강_trf (수도권),04-3_ieltsacademy_6월_trf_260417 (수도권),i_trf_june_freespecial_review_260417,active,ad,04-3_ieltsacademy_6월_trf_260417 (수도권),클릭 후 7일 또는 조회 후 1일,랜딩 페이지 조회,,101,103,,215.00,,,-,-,-,,,2026-06-09,2026-06-09
2026-06-09,desktop,07_ieltsacdemy_cv (수도권),07-1_ieltsacademy_cv_260608 (수도권),i_cv_target_grade_strategy_260608,active,ad,07-1_ieltsacademy_cv_260608 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,4,4,,15.00,,,-,-,-,,,2026-06-09,2026-06-09
2026-06-09,android_smartphone,07_ieltsacdemy_cv (수도권),07-1_ieltsacademy_cv_260608 (수도권),i_cv_target_grade_strategy_260608,active,ad,07-1_ieltsacademy_cv_260608 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,26,30,,221.00,,,-,-,-,,,2026-06-09,2026-06-09
2026-06-09,ipad,07_ieltsacdemy_cv (수도권),07-1_ieltsacademy_cv_260608 (수도권),i_cv_target_grade_strategy_260608,active,ad,07-1_ieltsacademy_cv_260608 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,2,2,,10.00,,,-,-,-,,,2026-06-09,2026-06-09
2026-06-09,iphone,07_ieltsacdemy_cv (수도권),07-1_ieltsacademy_cv_260608 (수도권),i_cv_target_grade_strategy_260608,active,ad,07-1_ieltsacademy_cv_260608 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,73,80,1,875.00,,,-,-,-,,,2026-06-09,2026-06-09
2026-06-09,android_smartphone,04_ieltsacademy_월별특강_trf (수도권),04-3_ieltsacademy_6월_trf_260417 (수도권),i_trf_june_freespecial_review_260417,active,ad,04-3_ieltsacademy_6월_trf_260417 (수도권),클릭 후 7일 또는 조회 후 1일,랜딩 페이지 조회,,5,5,,4.00,,,-,-,-,,,2026-06-09,2026-06-09
2026-06-09,ipad,04_ieltsacademy_월별특강_trf (수도권),04-3_ieltsacademy_6월_trf_260417 (수도권),i_trf_june_freespecial_review_260417,active,ad,04-3_ieltsacademy_6월_trf_260417 (수도권),클릭 후 7일 또는 조회 후 1일,랜딩 페이지 조회,,1,1,,4.00,,,-,-,-,,,2026-06-09,2026-06-09
2026-06-09,android_smartphone,02_ieltsacdemy_trf (수도권),02-5_ieltsacademy_trf_260521 (수도권),i_trf_ielts_highscore_strategy_260602,active,ad,02-5_ieltsacademy_trf_260521 (수도권),클릭 후 7일 또는 조회 후 1일,랜딩 페이지 조회,,1,1,,0.00,,,-,-,-,,,2026-06-09,2026-06-09
2026-06-09,android_smartphone,03_ieltsacdemy_cv (수도권),03-5_ieltsacdemy_cv_260515 (수도권),v_cv_danielT_completeness_260515,active,ad,03-5_ieltsacdemy_cv_260515 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,348,388,2,4423.00,14,,-,-,-,,,2026-06-09,2026-06-09
2026-06-09,iphone,02_ieltsacdemy_trf (수도권),02-5_ieltsacademy_trf_260521 (수도권),i_trf_ielts_highscore_strategy_260602,active,ad,02-5_ieltsacademy_trf_260521 (수도권),클릭 후 7일 또는 조회 후 1일,랜딩 페이지 조회,1,50,52,1,294.00,,294.00,-,-,-,,,2026-06-09,2026-06-09
2026-06-09,desktop,03_ieltsacdemy_cv (수도권),03-5_ieltsacdemy_cv_260515 (수도권),v_cv_danielT_completeness_260515,active,ad,03-5_ieltsacdemy_cv_260515 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,1,2,2,,20.00,1,20.00,-,-,-,,1,2026-06-09,2026-06-09
2026-06-09,android_smartphone,01_ieltsacdemy_aw (수도권),01-4_ieltsacdemy_aw_260522 (수도권),i_aw_ieltstiming_ocean_260522,active,ad,01-4_ieltsacdemy_aw_260522 (수도권),클릭 후 7일 또는 조회 후 1일,도달,135,135,139,1,144.00,,1066.67,-,-,-,,,2026-06-09,2026-06-09
2026-06-09,iphone,02_ieltsacdemy_trf (수도권),02-6_ieltsacdemy_trf_260522 (수도권),i_trf_ieltsfirst_book_260522,active,ad,02-6_ieltsacdemy_trf_260522 (수도권),클릭 후 7일 또는 조회 후 1일,랜딩 페이지 조회,1,48,53,1,228.00,,228.00,-,-,-,,,2026-06-09,2026-06-09
2026-06-09,iphone,03_ieltsacdemy_cv (수도권),03-7_ieltsacdemy_cv_260522 (수도권),i_cv_ielts_instructor_260522,active,ad,03-7_ieltsacdemy_cv_260522 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,2,2,,12.00,,,-,-,-,,,2026-06-09,2026-06-09
2026-06-09,iphone,01_ieltsacdemy_aw (수도권),01-4_ieltsacdemy_aw_260522 (수도권),i_aw_ielts_instructor_260522,active,ad,01-4_ieltsacdemy_aw_260522 (수도권),클릭 후 7일 또는 조회 후 1일,도달,167,167,170,,185.00,,1107.78,-,-,-,,,2026-06-09,2026-06-09
2026-06-09,android_tablet,01_ieltsacdemy_aw (수도권),01-4_ieltsacdemy_aw_260522 (수도권),i_aw_ieltstiming_ocean_260522,active,ad,01-4_ieltsacdemy_aw_260522 (수도권),클릭 후 7일 또는 조회 후 1일,도달,1,1,1,,1.00,,1000.00,-,-,-,,,2026-06-09,2026-06-09
2026-06-09,ipad,01_ieltsacdemy_aw (수도권),01-4_ieltsacdemy_aw_260522 (수도권),i_aw_ieltstiming_ocean_260522,active,ad,01-4_ieltsacdemy_aw_260522 (수도권),클릭 후 7일 또는 조회 후 1일,도달,1,1,1,,1.00,,1000.00,-,-,-,,,2026-06-09,2026-06-09
2026-06-09,iphone,01_ieltsacdemy_aw (수도권),01-4_ieltsacdemy_aw_260522 (수도권),i_aw_ieltstiming_ocean_260522,active,ad,01-4_ieltsacdemy_aw_260522 (수도권),클릭 후 7일 또는 조회 후 1일,도달,107,107,109,,121.00,,1130.84,-,-,-,,,2026-06-09,2026-06-09
2026-06-09,ipad,02_ieltsacdemy_trf (수도권),02-3_ieltsacdemy_trf_260422 (수도권),v_trf_satisfaction93.4_260422,active,ad,02-3_ieltsacdemy_trf_260422 (수도권),클릭 후 7일 또는 조회 후 1일,랜딩 페이지 조회,,4,4,,12.00,,,-,-,-,,,2026-06-09,2026-06-09
2026-06-09,android_smartphone,02_ieltsacdemy_trf (수도권),02-3_ieltsacdemy_trf_260422 (수도권),v_trf_satisfaction93.4_260422,active,ad,02-3_ieltsacdemy_trf_260422 (수도권),클릭 후 7일 또는 조회 후 1일,랜딩 페이지 조회,3,110,115,3,491.00,5,163.67,-,-,-,,,2026-06-09,2026-06-09
2026-06-09,iphone,02_ieltsacdemy_trf (수도권),02-3_ieltsacdemy_trf_260422 (수도권),v_trf_satisfaction93.4_260422,active,ad,02-3_ieltsacdemy_trf_260422 (수도권),클릭 후 7일 또는 조회 후 1일,랜딩 페이지 조회,46,2493,2656,46,8152.00,35,177.22,-,-,-,1,,2026-06-09,2026-06-09
2026-06-09,iphone,02_ieltsacdemy_trf (수도권),02-1_ieltsacdemy_trf_260326 (수도권),i-trf-freeleveltest-260326,active,ad,02-1_ieltsacdemy_trf_260326 (수도권),클릭 후 7일 또는 조회 후 1일,랜딩 페이지 조회,8,126,137,8,595.00,,74.38,-,-,-,,,2026-06-09,2026-06-09
2026-06-09,android_smartphone,03_ieltsacdemy_cv (수도권),03-7_ieltsacdemy_cv_260522 (수도권),i_cv_ielts_instructor_260522,active,ad,03-7_ieltsacdemy_cv_260522 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,3,3,,22.00,,,-,-,-,,,2026-06-09,2026-06-09
2026-06-09,iphone,07_ieltsacdemy_cv (수도권),07-1_ieltsacademy_cv_260608 (수도권),i_cv_zero_leveltest_260608,active,ad,07-1_ieltsacademy_cv_260608 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,425,482,7,4876.00,,,-,-,-,,,2026-06-09,2026-06-09
2026-06-09,ipad,01_ieltsacdemy_aw (수도권),01-3_ieltsacdemy_aw_260422 (수도권),v_aw_ielts1.8months_260422,active,ad,01-3_ieltsacdemy_aw_260422 (수도권),클릭 후 7일 또는 조회 후 1일,도달,1,1,1,,1.00,,1000.00,-,-,-,,,2026-06-09,2026-06-09
2026-06-09,android_tablet,01_ieltsacdemy_aw (수도권),01-3_ieltsacdemy_aw_260422 (수도권),v_aw_ielts1.8months_260422,active,ad,01-3_ieltsacdemy_aw_260422 (수도권),클릭 후 7일 또는 조회 후 1일,도달,5,5,6,,6.00,,1200.00,-,-,-,,,2026-06-09,2026-06-09
2026-06-09,android_smartphone,01_ieltsacdemy_aw (수도권),01-3_ieltsacdemy_aw_260422 (수도권),v_aw_ielts1.8months_260422,active,ad,01-3_ieltsacdemy_aw_260422 (수도권),클릭 후 7일 또는 조회 후 1일,도달,678,678,749,,793.00,2,1169.62,-,-,-,,,2026-06-09,2026-06-09
2026-06-09,desktop,01_ieltsacdemy_aw (수도권),01-3_ieltsacdemy_aw_260422 (수도권),v_aw_ielts1.8months_260422,active,ad,01-3_ieltsacdemy_aw_260422 (수도권),클릭 후 7일 또는 조회 후 1일,도달,3,3,3,,3.00,,1000.00,-,-,-,,,2026-06-09,2026-06-09
2026-06-09,iphone,01_ieltsacdemy_aw (수도권),01-3_ieltsacdemy_aw_260422 (수도권),v_aw_ielts1.8months_260422,active,ad,01-3_ieltsacdemy_aw_260422 (수도권),클릭 후 7일 또는 조회 후 1일,도달,453,453,494,1,566.00,3,1249.45,-,-,-,,,2026-06-09,2026-06-09
2026-06-09,desktop,07_ieltsacdemy_cv (수도권),07-1_ieltsacademy_cv_260608 (수도권),i_cv_zero_leveltest_260608,active,ad,07-1_ieltsacademy_cv_260608 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,5,5,,13.00,,,-,-,-,,,2026-06-09,2026-06-09
2026-06-09,android_smartphone,07_ieltsacdemy_cv (수도권),07-1_ieltsacademy_cv_260608 (수도권),i_cv_zero_leveltest_260608,active,ad,07-1_ieltsacademy_cv_260608 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,168,198,,3269.00,,,-,-,-,,,2026-06-09,2026-06-09
2026-06-09,android_tablet,07_ieltsacdemy_cv (수도권),07-1_ieltsacademy_cv_260608 (수도권),i_cv_zero_leveltest_260608,active,ad,07-1_ieltsacademy_cv_260608 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,6,7,,85.00,,,-,-,-,,,2026-06-09,2026-06-09
2026-06-09,ipad,07_ieltsacdemy_cv (수도권),07-1_ieltsacademy_cv_260608 (수도권),i_cv_zero_leveltest_260608,active,ad,07-1_ieltsacademy_cv_260608 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,34,42,,275.00,,,-,-,-,,,2026-06-09,2026-06-09
2026-06-09,ipad,01_ieltsacdemy_aw (수도권),01-4_ieltsacdemy_aw_260522 (수도권),i_aw_ielts_instructor_260522,active,ad,01-4_ieltsacdemy_aw_260522 (수도권),클릭 후 7일 또는 조회 후 1일,도달,1,1,1,,1.00,,1000.00,-,-,-,,,2026-06-09,2026-06-09
2026-06-09,iphone,03_ieltsacdemy_cv (수도권),03-5_ieltsacdemy_cv_260515 (수도권),v_cv_sophiaT_shortterm_260515,active,ad,03-5_ieltsacdemy_cv_260515 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,240,261,2,3012.00,8,,-,-,-,,,2026-06-09,2026-06-09
2026-06-09,android_tablet,01_ieltsacdemy_aw (수도권),01-4_ieltsacdemy_aw_260522 (수도권),i_aw_ielts_instructor_260522,active,ad,01-4_ieltsacdemy_aw_260522 (수도권),클릭 후 7일 또는 조회 후 1일,도달,2,2,2,,2.00,,1000.00,-,-,-,,,2026-06-09,2026-06-09
2026-06-09,iphone,03_ieltsacdemy_cv (수도권),03-7_ieltsacdemy_cv_260522 (수도권),i_cv_ieltstiming_timer_260522,active,ad,03-7_ieltsacdemy_cv_260522 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,1,1,,54.00,,,-,-,-,,,2026-06-09,2026-06-09
2026-06-09,iphone,01_ieltsacdemy_aw (수도권),01-4_ieltsacdemy_aw_260522 (수도권),i_aw_beforevacation_finish_260522,active,ad,01-4_ieltsacdemy_aw_260522 (수도권),클릭 후 7일 또는 조회 후 1일,도달,456,456,484,,513.00,,1125.00,-,-,-,,,2026-06-09,2026-06-09
2026-06-09,android_tablet,03_ieltsacdemy_cv (수도권),03-4_ieltsacdemy_cv_260422 (수도권),v_cv_satisfaction93.4_260422,active,ad,03-4_ieltsacdemy_cv_260422 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,1,1,,5.00,,,-,-,-,,,2026-06-09,2026-06-09
2026-06-09,ipad,03_ieltsacdemy_cv (수도권),03-4_ieltsacdemy_cv_260422 (수도권),v_cv_satisfaction93.4_260422,active,ad,03-4_ieltsacdemy_cv_260422 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,7,7,,17.00,,,-,-,-,,,2026-06-09,2026-06-09
2026-06-09,iphone,03_ieltsacdemy_cv (수도권),03-4_ieltsacdemy_cv_260422 (수도권),v_cv_satisfaction93.4_260422,active,ad,03-4_ieltsacdemy_cv_260422 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,397,405,2,3218.00,8,,-,-,-,,,2026-06-09,2026-06-09
2026-06-09,android_smartphone,03_ieltsacdemy_cv (수도권),03-4_ieltsacdemy_cv_260422 (수도권),v_cv_satisfaction93.4_260422,active,ad,03-4_ieltsacdemy_cv_260422 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,47,51,1,915.00,1,,-,-,-,,,2026-06-09,2026-06-09
2026-06-09,android_tablet,01_ieltsacdemy_aw (수도권),01-3_ieltsacdemy_aw_260422 (수도권),v_aw_satisfaction93.4_260422,active,ad,01-3_ieltsacdemy_aw_260422 (수도권),클릭 후 7일 또는 조회 후 1일,도달,1,1,1,,2.00,,2000.00,-,-,-,,,2026-06-09,2026-06-09
2026-06-09,iphone,01_ieltsacdemy_aw (수도권),01-3_ieltsacdemy_aw_260422 (수도권),v_aw_satisfaction93.4_260422,active,ad,01-3_ieltsacdemy_aw_260422 (수도권),클릭 후 7일 또는 조회 후 1일,도달,13,13,13,,14.00,,1076.92,-,-,-,,,2026-06-09,2026-06-09
2026-06-09,android_smartphone,01_ieltsacdemy_aw (수도권),01-3_ieltsacdemy_aw_260422 (수도권),v_aw_satisfaction93.4_260422,active,ad,01-3_ieltsacdemy_aw_260422 (수도권),클릭 후 7일 또는 조회 후 1일,도달,10,10,10,,13.00,,1300.00,-,-,-,,,2026-06-09,2026-06-09
2026-06-09,android_tablet,01_ieltsacdemy_aw (수도권),01-4_ieltsacdemy_aw_260522 (수도권),i_aw_ieltstiming_timer_260522,active,ad,01-4_ieltsacdemy_aw_260522 (수도권),클릭 후 7일 또는 조회 후 1일,도달,1,1,1,,1.00,,1000.00,-,-,-,,,2026-06-09,2026-06-09
2026-06-09,ipad,01_ieltsacdemy_aw (수도권),01-4_ieltsacdemy_aw_260522 (수도권),i_aw_beforevacation_finish_260522,active,ad,01-4_ieltsacdemy_aw_260522 (수도권),클릭 후 7일 또는 조회 후 1일,도달,1,1,1,,2.00,,2000.00,-,-,-,,,2026-06-09,2026-06-09
2026-06-09,android_smartphone,01_ieltsacdemy_aw (수도권),01-4_ieltsacdemy_aw_260522 (수도권),i_aw_ieltstiming_timer_260522,active,ad,01-4_ieltsacdemy_aw_260522 (수도권),클릭 후 7일 또는 조회 후 1일,도달,71,71,72,,72.00,,1014.08,-,-,-,,,2026-06-09,2026-06-09
2026-06-09,iphone,01_ieltsacdemy_aw (수도권),01-4_ieltsacdemy_aw_260522 (수도권),i_aw_ieltstiming_timer_260522,active,ad,01-4_ieltsacdemy_aw_260522 (수도권),클릭 후 7일 또는 조회 후 1일,도달,31,31,31,,38.00,,1225.81,-,-,-,,,2026-06-09,2026-06-09
2026-06-09,ipad,03_ieltsacdemy_cv (수도권),03-7_ieltsacdemy_cv_260522 (수도권),i_cv_beforevacation_track_260522,active,ad,03-7_ieltsacdemy_cv_260522 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,3,3,,11.00,,,-,-,-,,,2026-06-09,2026-06-09
2026-06-09,iphone,03_ieltsacdemy_cv (수도권),03-7_ieltsacdemy_cv_260522 (수도권),i_cv_beforevacation_track_260522,active,ad,03-7_ieltsacdemy_cv_260522 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,49,51,,675.00,,,-,-,-,,,2026-06-09,2026-06-09
2026-06-09,android_smartphone,03_ieltsacdemy_cv (수도권),03-7_ieltsacdemy_cv_260522 (수도권),i_cv_beforevacation_track_260522,active,ad,03-7_ieltsacdemy_cv_260522 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,14,16,,107.00,,,-,-,-,,,2026-06-09,2026-06-09
2026-06-09,iphone,02_ieltsacdemy_trf (수도권),02-6_ieltsacdemy_trf_260522 (수도권),i_trf_ieltstiming_timer_260522,active,ad,02-6_ieltsacdemy_trf_260522 (수도권),클릭 후 7일 또는 조회 후 1일,랜딩 페이지 조회,,1,1,,7.00,,,-,-,-,,,2026-06-09,2026-06-09
2026-06-09,android_smartphone,01_ieltsacdemy_aw (수도권),01-4_ieltsacdemy_aw_260522 (수도권),i_aw_ielts_instructor_260522,active,ad,01-4_ieltsacdemy_aw_260522 (수도권),클릭 후 7일 또는 조회 후 1일,도달,403,403,405,1,406.00,,1007.44,-,-,-,,,2026-06-09,2026-06-09
2026-06-09,android_smartphone,03_ieltsacdemy_cv (수도권),03-5_ieltsacdemy_cv_260515 (수도권),v_cv_danielT_shortterm_260515,active,ad,03-5_ieltsacdemy_cv_260515 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,3,3,,36.00,,,-,-,-,,,2026-06-09,2026-06-09
2026-06-09,iphone,03_ieltsacdemy_cv (수도권),03-5_ieltsacdemy_cv_260515 (수도권),v_cv_danielT_shortterm_260515,active,ad,03-5_ieltsacdemy_cv_260515 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,15,16,,323.00,,,-,-,-,,,2026-06-09,2026-06-09
2026-06-09,android_smartphone,01_ieltsacdemy_aw (수도권),01-4_ieltsacdemy_aw_260522 (수도권),i_aw_beforevacation_finish_260522,active,ad,01-4_ieltsacdemy_aw_260522 (수도권),클릭 후 7일 또는 조회 후 1일,도달,955,955,994,,960.00,,1005.24,-,-,-,,,2026-06-09,2026-06-09
2026-06-09,ipad,03_ieltsacdemy_cv (수도권),03-5_ieltsacdemy_cv_260515 (수도권),v_cv_danielT_shortterm_260515,active,ad,03-5_ieltsacdemy_cv_260515 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,1,1,,5.00,,,-,-,-,,,2026-06-09,2026-06-09
2026-06-09,android_tablet,01_ieltsacdemy_aw (수도권),01-4_ieltsacdemy_aw_260522 (수도권),i_aw_beforevacation_finish_260522,active,ad,01-4_ieltsacdemy_aw_260522 (수도권),클릭 후 7일 또는 조회 후 1일,도달,2,2,2,,1.00,,500.00,-,-,-,,,2026-06-09,2026-06-09
2026-06-09,desktop,03_ieltsacdemy_cv (수도권),03-4_ieltsacdemy_cv_260422 (수도권),v_cv_ielts1.8months_260422,active,ad,03-4_ieltsacdemy_cv_260422 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,10,10,,60.00,,,-,-,-,,,2026-06-09,2026-06-09
2026-06-09,desktop,01_ieltsacdemy_aw (수도권),01-4_ieltsacdemy_aw_260522 (수도권),i_aw_beforevacation_finish_260522,active,ad,01-4_ieltsacdemy_aw_260522 (수도권),클릭 후 7일 또는 조회 후 1일,도달,5,5,5,,5.00,,1000.00,-,-,-,,,2026-06-09,2026-06-09
2026-06-09,iphone,01_ieltsacdemy_aw (수도권),01-4_ieltsacdemy_aw_260522 (수도권),i_aw_beforevacation_track_260522,active,ad,01-4_ieltsacdemy_aw_260522 (수도권),클릭 후 7일 또는 조회 후 1일,도달,41,41,41,,45.00,,1097.56,-,-,-,,,2026-06-09,2026-06-09
2026-06-09,desktop,03_ieltsacdemy_cv (수도권),03-6_ieltsacademy_cv_260521 (수도권),i_cv_june_ieltsstart_260602,active,ad,03-6_ieltsacademy_cv_260521 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,27,28,,219.00,,,-,-,-,,,2026-06-09,2026-06-09
2026-06-09,android_tablet,03_ieltsacdemy_cv (수도권),03-6_ieltsacademy_cv_260521 (수도권),i_cv_june_ieltsstart_260602,active,ad,03-6_ieltsacademy_cv_260521 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,4,4,,57.00,,,-,-,-,,,2026-06-09,2026-06-09
2026-06-09,ipad,03_ieltsacdemy_cv (수도권),03-6_ieltsacademy_cv_260521 (수도권),i_cv_june_ieltsstart_260602,active,ad,03-6_ieltsacademy_cv_260521 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,86,101,,644.00,,,-,-,-,,,2026-06-09,2026-06-09
2026-06-09,android_smartphone,03_ieltsacdemy_cv (수도권),03-6_ieltsacademy_cv_260521 (수도권),i_cv_june_ieltsstart_260602,active,ad,03-6_ieltsacademy_cv_260521 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,1,609,738,3,16443.00,,16443.00,-,-,-,,1,2026-06-09,2026-06-09
2026-06-09,iphone,03_ieltsacdemy_cv (수도권),03-6_ieltsacademy_cv_260521 (수도권),i_cv_june_ieltsstart_260602,active,ad,03-6_ieltsacademy_cv_260521 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,2,1850,2344,19,32403.00,,16201.50,-,-,-,1,2,2026-06-09,2026-06-09
2026-06-09,android_tablet,03_ieltsacdemy_cv (수도권),03-4_ieltsacdemy_cv_260422 (수도권),v_cv_ielts1.8months_260422,active,ad,03-4_ieltsacdemy_cv_260422 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,3,3,,13.00,,,-,-,-,,,2026-06-09,2026-06-09
2026-06-09,android_smartphone,01_ieltsacdemy_aw (수도권),01-4_ieltsacdemy_aw_260522 (수도권),i_aw_beforevacation_track_260522,active,ad,01-4_ieltsacdemy_aw_260522 (수도권),클릭 후 7일 또는 조회 후 1일,도달,157,157,158,,144.00,,917.20,-,-,-,,,2026-06-09,2026-06-09
2026-06-09,android_smartphone,03_ieltsacdemy_cv (수도권),03-4_ieltsacdemy_cv_260422 (수도권),v_cv_ielts1.8months_260422,active,ad,03-4_ieltsacdemy_cv_260422 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,451,538,15,9288.00,8,,-,-,-,1,,2026-06-09,2026-06-09
2026-06-09,iphone,04_ieltsacademy_월별특강_trf (수도권),04-3_ieltsacademy_6월_trf_260417 (수도권),i_trf_june_freespecial_260417,active,ad,04-3_ieltsacademy_6월_trf_260417 (수도권),클릭 후 7일 또는 조회 후 1일,랜딩 페이지 조회,5,1193,1293,6,2877.00,,575.40,-,-,-,,,2026-06-09,2026-06-09
2026-06-09,ipad,03_ieltsacdemy_cv (수도권),03-4_ieltsacdemy_cv_260422 (수도권),v_cv_ielts1.8months_260422,active,ad,03-4_ieltsacdemy_cv_260422 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,42,47,,263.00,1,,-,-,-,,,2026-06-09,2026-06-09
2026-06-09,android_tablet,03_ieltsacdemy_cv (수도권),03-5_ieltsacdemy_cv_260515 (수도권),v_cv_sophiaT_shortterm_260515,active,ad,03-5_ieltsacdemy_cv_260515 (수도권),"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",웹사이트 문의,,1,1,,1.00,,,-,-,-,,,2026-06-09,2026-06-09
